,sb-tor1,sb-tor2,sb-gelb1,sb-gelb2,sb-gelbrot1,sb-gelbrot2,sb-wechsel1,sb-wechsel2,sb-11m1,sb-11m2
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0
10,0,0,1,0,0,0,0,0,0,0
11,0,0,1,0,0,0,0,0,0,0
12,0,0,1,0,0,0,0,0,0,0
13,0,0,1,0,0,0,0,0,0,0
14,0,0,1,0,0,0,0,0,0,0
15,0,0,1,0,0,0,0,0,0,0
16,0,0,1,0,0,0,0,0,0,0
17,0,0,1,0,0,0,0,0,0,0
18,0,0,1,1,0,0,0,0,0,0
19,0,0,1,1,0,0,0,0,0,0
20,0,0,1,1,0,0,0,0,0,0
21,0,0,1,1,0,0,0,0,0,0
22,0,0,1,1,0,0,0,0,0,0
23,0,0,1,1,0,0,0,0,0,0
24,0,0,1,1,0,0,0,0,0,0
25,0,0,1,1,0,0,0,0,0,0
26,0,0,1,1,0,0,0,0,0,0
27,0,0,1,2,0,0,0,0,0,0
28,1,0,1,2,0,0,0,0,0,0
29,1,0,1,2,0,0,0,0,0,0
30,1,0,1,2,0,0,0,0,0,0
31,1,0,1,2,0,0,0,0,0,0
32,1,0,2,2,0,0,0,0,0,0
33,1,0,2,2,0,0,0,0,0,0
34,1,0,2,2,0,0,0,0,0,0
35,1,0,2,2,0,0,0,0,0,0
36,1,0,2,2,0,0,0,0,0,0
37,1,0,2,2,0,0,0,0,0,0
38,1,0,2,2,0,0,0,0,0,0
39,1,0,2,2,0,0,0,0,0,0
40,1,0,2,2,0,0,0,0,0,0
41,1,0,2,2,0,0,0,0,0,0
42,1,0,2,2,0,0,0,0,0,0
43,1,0,2,2,0,0,0,0,0,0
44,1,0,2,2,0,0,0,0,0,0
45,1,0,2,2,0,0,0,0,0,0
46,1,0,2,2,0,0,0,0,0,1
47,1,0,2,2,0,0,0,0,0,1
48,1,0,2,2,0,0,0,0,0,1
49,1,0,2,2,0,0,0,0,0,1
50,1,0,2,2,0,0,0,0,0,1
51,1,0,2,2,0,0,0,0,0,1
52,1,0,2,2,0,0,0,0,0,1
53,1,0,2,2,0,0,0,0,0,1
54,1,0,2,2,0,0,0,0,0,1
55,1,0,2,2,0,0,0,0,0,1
56,1,1,3,2,0,0,0,0,0,1
57,1,1,3,2,0,0,0,0,0,1
58,1,1,3,2,0,0,0,0,0,1
59,1,1,3,2,0,0,0,0,0,1
60,1,1,3,2,0,0,0,0,0,1
61,1,1,3,2,0,0,0,0,0,1
62,1,1,3,2,0,0,0,0,0,1
63,2,1,3,2,0,0,0,0,0,1
64,2,1,3,2,0,0,0,0,0,1
65,2,1,3,2,0,0,0,1,0,1
66,2,1,3,2,0,0,0,1,0,1
67,2,1,3,2,0,0,0,1,0,1
68,2,1,3,2,0,0,0,1,0,1
69,2,1,3,2,0,0,0,1,0,1
70,2,1,3,2,0,0,0,1,0,1
71,2,1,3,2,0,0,0,1,0,1
72,2,1,3,2,0,0,1,1,0,1
73,2,1,3,2,0,0,1,1,0,1
74,2,1,3,2,0,0,2,1,0,1
75,2,1,3,2,0,0,2,1,0,1
76,2,1,3,2,0,0,2,1,0,1
77,2,1,3,2,0,0,2,1,0,1
78,2,1,3,2,0,0,2,2,0,1
79,2,1,3,2,0,0,2,3,0,1
80,2,1,3,2,0,0,3,3,0,1
81,2,1,3,2,0,0,3,3,0,1
82,2,1,3,2,0,0,3,3,0,1
83,2,1,3,2,0,0,3,3,0,1
84,2,1,3,2,0,0,3,3,0,1
85,2,1,3,2,0,0,3,3,0,1
86,2,1,3,2,0,0,3,3,0,1
87,2,1,3,2,0,0,3,3,0,1
88,2,1,3,2,0,0,3,3,0,1
89,2,1,3,2,0,0,3,3,0,1
90,2,1,3,2,0,0,3,3,0,1
