"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"2",2,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"3",3,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"4",4,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"5",5,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"6",6,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"7",7,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"8",8,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"9",9,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"10",10,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"11",11,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"12",12,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"13",13,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
"14",14,0,0,0,0,0,0,0,0,0,0,20,20,3,5,12,29,-14,14,13,20,5,8,7,22,-4,23,"Blackburn","AstonVilla","TIE"
