"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"2",2,0,0,0,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"3",3,0,0,0,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"4",4,0,0,0,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"5",5,0,0,0,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"6",6,0,0,0,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"7",7,0,0,0,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"8",8,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"9",9,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"10",10,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"11",11,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"12",12,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"13",13,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"14",14,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"15",15,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"16",16,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"17",17,0,0,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"18",18,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"19",19,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"20",20,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"21",21,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"22",22,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"23",23,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"24",24,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"25",25,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"26",26,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"27",27,0,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"28",28,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"29",29,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"30",30,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"31",31,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"32",32,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"33",33,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"34",34,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"35",35,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
"36",36,1,1,1,0,0,0,0,0,0,0,8,21,7,6,8,28,-11,27,19,21,5,5,11,20,-6,20,"HullCity","Spurs","AWAY"
