"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"2",2,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"3",3,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"4",4,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"5",5,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"6",6,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"7",7,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"8",8,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"9",9,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"10",10,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"11",11,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"12",12,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"13",13,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"14",14,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"15",15,0,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"16",16,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"17",17,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"18",18,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"19",19,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"20",20,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"21",21,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"22",22,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"23",23,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"24",24,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"25",25,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"26",26,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"27",27,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"28",28,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"29",29,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"30",30,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"31",31,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"32",32,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"33",33,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"34",34,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"35",35,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"36",36,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"37",37,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"38",38,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"39",39,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"40",40,1,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"41",41,2,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"42",42,2,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"43",43,2,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"44",44,2,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"45",45,2,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"46",46,2,0,0,0,0,0,0,0,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"47",47,2,0,0,0,0,0,0,2,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"48",48,2,0,0,0,0,0,0,2,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"49",49,2,0,0,0,0,0,0,2,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"50",50,2,0,0,0,0,0,0,2,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
"51",51,2,0,1,0,0,0,0,2,0,0,6,33,15,12,6,46,14,57,17,33,6,10,17,40,-17,28,"AstonVilla","WestHam","HOME"
