"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"2",2,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"3",3,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"4",4,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"5",5,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"6",6,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"7",7,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"8",8,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"9",9,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"10",10,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"11",11,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"12",12,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"13",13,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"14",14,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"15",15,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"16",16,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
"17",17,0,0,0,0,0,0,0,0,0,0,12,31,9,11,11,51,3,38,8,31,13,8,10,41,9,47,"Everton","Southampton","TIE"
