"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"2",2,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"3",3,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"4",4,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"5",5,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"6",6,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"7",7,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"8",8,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"9",9,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"10",10,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"11",11,0,0,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"12",12,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"13",13,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"14",14,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"15",15,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"16",16,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"17",17,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"18",18,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"19",19,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"20",20,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"21",21,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"22",22,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"23",23,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"24",24,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"25",25,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"26",26,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"27",27,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"28",28,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"29",29,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"30",30,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
"31",31,0,1,0,0,0,0,0,0,0,0,11,35,11,10,14,35,-3,43,2,35,24,4,7,78,51,76,"Fulham","ManUtd","TIE"
