"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"2",2,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"3",3,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"4",4,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"5",5,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"6",6,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"7",7,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"8",8,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"9",9,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"10",10,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"11",11,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"12",12,0,0,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"13",13,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"14",14,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"15",15,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"16",16,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"17",17,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"18",18,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"19",19,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"20",20,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"21",21,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"22",22,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"23",23,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"24",24,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"25",25,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"26",26,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"27",27,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"28",28,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"29",29,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"30",30,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"31",31,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"32",32,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"33",33,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"34",34,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"35",35,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"36",36,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"37",37,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"38",38,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
"39",39,0,1,0,0,0,0,0,0,0,0,18,10,2,2,6,6,-14,8,13,10,3,2,5,12,0,11,"Norwich","Swansea","TIE"
