"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"2",2,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"3",3,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"4",4,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"5",5,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"6",6,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"7",7,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"8",8,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"9",9,0,0,0,0,0,0,0,0,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"10",10,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"11",11,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"12",12,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"13",13,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"14",14,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"15",15,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"16",16,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"17",17,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"18",18,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"19",19,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"20",20,0,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"21",21,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"22",22,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"23",23,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"24",24,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"25",25,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"26",26,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"27",27,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"28",28,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"29",29,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"30",30,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"31",31,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"32",32,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"33",33,1,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"34",34,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"35",35,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"36",36,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"37",37,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"38",38,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"39",39,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"40",40,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"41",41,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"42",42,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"43",43,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"44",44,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"45",45,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"46",46,2,0,0,0,0,0,0,1,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"47",47,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"48",48,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"49",49,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"50",50,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"51",51,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"52",52,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"53",53,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"54",54,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"55",55,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"56",56,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"57",57,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"58",58,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"59",59,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"60",60,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"61",61,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"62",62,2,0,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"63",63,2,1,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"64",64,2,1,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"65",65,2,1,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"66",66,2,1,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"67",67,2,1,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
"68",68,2,1,0,0,0,0,0,3,0,0,5,9,6,1,2,17,4,19,10,9,3,3,3,7,-7,12,"Spurs","QPR","HOME"
