"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"2",2,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"3",3,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"4",4,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"5",5,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"6",6,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"7",7,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"8",8,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"9",9,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"10",10,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"11",11,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"12",12,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"13",13,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"14",14,0,0,0,0,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"15",15,0,0,0,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"16",16,0,0,0,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"17",17,0,0,0,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"18",18,0,0,0,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"19",19,0,0,0,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"20",20,0,0,1,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"21",21,0,0,1,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"22",22,0,0,1,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"23",23,0,0,1,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"24",24,0,0,1,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"25",25,0,0,1,1,0,0,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"26",26,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"27",27,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"28",28,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"29",29,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"30",30,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"31",31,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"32",32,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"33",33,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"34",34,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"35",35,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"36",36,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"37",37,0,0,1,1,0,1,0,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"38",38,0,0,1,1,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"39",39,0,0,1,2,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"40",40,0,0,1,2,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"41",41,0,0,1,2,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"42",42,0,0,1,2,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"43",43,0,0,1,2,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"44",44,0,0,1,2,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"45",45,0,0,1,2,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"46",46,0,0,1,2,0,1,1,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"47",47,0,0,1,2,0,1,2,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"48",48,0,0,1,2,0,1,2,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"49",49,0,0,1,2,0,1,2,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"50",50,0,0,1,2,0,1,2,0,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"51",51,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"52",52,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"53",53,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"54",54,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"55",55,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"56",56,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"57",57,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"58",58,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"59",59,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"60",60,0,0,1,2,0,1,2,2,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"61",61,0,0,1,2,0,1,2,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"62",62,0,0,1,2,0,1,2,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"63",63,0,0,1,2,0,1,2,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"64",64,0,0,1,2,0,1,2,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"65",65,0,0,1,2,0,1,2,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"66",66,0,0,1,2,0,1,2,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"67",67,0,0,1,2,0,1,2,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"68",68,0,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"69",69,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"70",70,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"71",71,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"72",72,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"73",73,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"74",74,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"75",75,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"76",76,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"77",77,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"78",78,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"79",79,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"80",80,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"81",81,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"82",82,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"83",83,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"84",84,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"85",85,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"86",86,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"87",87,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"88",88,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"89",89,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
"90",90,1,0,1,2,0,1,3,3,0,0,4,22,12,5,5,40,15,41,8,22,8,6,8,23,-10,30,"Chelsea","StokeCity","HOME"
