"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"2",2,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"3",3,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"4",4,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"5",5,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"6",6,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"7",7,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"8",8,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"9",9,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"10",10,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"11",11,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"12",12,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"13",13,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"14",14,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"15",15,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"16",16,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"17",17,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"18",18,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"19",19,0,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"20",20,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"21",21,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"22",22,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"23",23,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"24",24,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"25",25,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"26",26,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"27",27,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"28",28,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"29",29,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"30",30,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"31",31,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"32",32,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"33",33,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"34",34,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"35",35,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"36",36,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"37",37,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"38",38,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"39",39,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"40",40,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"41",41,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"42",42,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"43",43,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"44",44,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"45",45,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"46",46,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"47",47,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"48",48,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"49",49,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"50",50,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"51",51,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"52",52,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"53",53,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"54",54,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"55",55,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"56",56,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"57",57,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"58",58,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"59",59,1,0,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"60",60,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"61",61,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"62",62,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"63",63,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"64",64,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"65",65,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"66",66,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"67",67,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"68",68,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
"69",69,1,1,0,0,0,0,0,0,0,0,3,25,16,5,4,49,24,53,11,25,7,9,9,28,-4,30,"Spurs","Swansea","HOME"
