"","minuto","sb.tor1","sb.tor2","sb.gelb1","sb.gelb2","sb.gelbrot1","sb.gelbrot2","sb.wechsel1","sb.wechsel2","sb.11m1","sb.11m2","position_1","games_1","wins_1","draws_1","losses_1","goals_1","saldo_1","points_1","position_2","games_2","wins_2","draws_2","losses_2","goals_2","saldo_2","points_2","nome.x","nome.y","vencedor"
"1",1,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"2",2,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"3",3,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"4",4,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"5",5,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"6",6,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"7",7,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"8",8,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"9",9,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"10",10,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"11",11,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"12",12,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"13",13,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"14",14,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"15",15,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"16",16,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"17",17,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"18",18,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"19",19,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"20",20,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"21",21,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"22",22,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"23",23,0,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"24",24,1,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"25",25,1,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
"26",26,1,0,0,0,0,0,0,0,0,0,12,20,6,5,9,23,-5,23,19,20,2,7,11,22,-15,13,"WestHam","Reading","HOME"
